FID,publicid,origintime,longitude,latitude,depth,magnitude,magnitudetype,status,phases,type,agency,updatetime,origin_geom
quake.2013p547582,2013p547582,2013-07-22T14:31:47.548,174.4064,-41.8244,42.2656,2.3938,M,automatic,13,,WEL(GNS_Primary),2013-07-22T14:35:31.38,POINT (174.40635 -41.824413)
quake.2013p547581,2013p547581,2013-07-22T14:31:25.786,177.7261,-39.0088,19.1211,2.0632,M,automatic,22,,WEL(GNS_Primary),2013-07-22T20:26:41.49,POINT (177.72612 -39.008827)
quake.2013p547577,2013p547577,2013-07-22T14:29:13.344,174.2563,-41.6834,5.0586,2.8137,M,automatic,43,,WEL(GNS_Primary),2013-07-22T14:33:02.32,POINT (174.25628 -41.683426)
quake.2013p547571,2013p547571,2013-07-22T14:26:10.909,174.4518,-41.5334,10.0391,2.0272,M,automatic,23,,WEL(GNS_Primary),2013-07-22T14:29:52.838,POINT (174.45182 -41.533407)
quake.2013p547557,2013p547557,2013-07-22T14:19:10.968,174.2081,-41.7114,18.9453,3.6783,M,automatic,93,,WEL(GNS_Primary),2013-07-22T20:19:43.503,POINT (174.2081 -41.711415)
quake.2013p547551,2013p547551,2013-07-22T14:15:22.148,174.4286,-41.5978,9.3359,2.696,M,automatic,47,,WEL(GNS_Primary),2013-07-22T14:19:02.401,POINT (174.42859 -41.597781)
quake.2013p547541,2013p547541,2013-07-22T14:10:12.482,174.044,-41.581,21.4062,1.7612,M,automatic,11,,WEL(GNS_Primary),2013-07-22T14:12:36.9,POINT (174.04402 -41.581048)
quake.2013p547536,2013p547536,2013-07-22T14:07:31.73,174.1918,-41.6448,5.0586,2.4901,M,automatic,39,,WEL(GNS_Primary),2013-07-22T14:11:11.621,POINT (174.19178 -41.644829)
quake.2013p547530,2013p547530,2013-07-22T14:04:24.431,174.426,-41.5201,12.1484,2.0549,M,automatic,22,,WEL(GNS_Primary),2013-07-22T14:06:28.045,POINT (174.42601 -41.520137)
quake.2013p547525,2013p547525,2013-07-22T14:01:12.24,176.2752,-36.7344,288.125,2.461,M,reviewed,9,,WEL(GNS_Primary),2013-07-23T00:12:59.793,POINT (176.27522 -36.734396)
quake.2013p547524,2013p547524,2013-07-22T14:00:49.529,174.2575,-41.6855,6.2305,2.5817,M,automatic,42,,WEL(GNS_Primary),2013-07-22T14:04:34.545,POINT (174.25751 -41.685547)
quake.2013p547519,2013p547519,2013-07-22T13:58:18.094,174.4418,-41.6874,5.1172,3.1076,M,automatic,63,,WEL(GNS_Primary),2013-07-22T14:03:14.999,POINT (174.44179 -41.687414)
quake.2013p547511,2013p547511,2013-07-22T13:53:53.015,174.2543,-41.6291,7.7539,2.7831,M,automatic,49,,WEL(GNS_Primary),2013-07-22T13:56:03.935,POINT (174.2543 -41.629149)
quake.2013p547504,2013p547504,2013-07-22T13:50:25.897,174.3341,-41.6004,5.2344,2.3611,M,automatic,20,,WEL(GNS_Primary),2013-07-22T13:52:41.276,POINT (174.33413 -41.600425)
quake.2013p547505,2013p547505,2013-07-22T13:50:19.142,174.2893,-43.098,12.5,3.4786,M,automatic,11,,WEL(GNS_Primary),2013-07-22T13:53:29.834,POINT (174.28929 -43.09801)
quake.2013p547500,2013p547500,2013-07-22T13:48:12.586,174.7791,-41.4296,5.1172,1.9805,M,automatic,15,,WEL(GNS_Primary),2013-07-22T13:50:06.324,POINT (174.77911 -41.429624)
quake.2013p547487,2013p547487,2013-07-22T13:41:27.686,174.2976,-41.639,12.1484,2.5777,M,automatic,28,,WEL(GNS_Primary),2013-07-22T13:44:06.463,POINT (174.2976 -41.638971)
quake.2013p547482,2013p547482,2013-07-22T13:38:31.802,174.2625,-41.6261,5.0586,2.1529,M,automatic,23,,WEL(GNS_Primary),2013-07-22T13:42:00.885,POINT (174.26247 -41.626053)
quake.2013p547479,2013p547479,2013-07-22T13:37:06.395,174.3951,-41.6056,11.7969,2.0987,M,automatic,21,,WEL(GNS_Primary),2013-07-22T13:47:15.719,POINT (174.39507 -41.605553)
quake.2013p547474,2013p547474,2013-07-22T13:34:36.768,174.2893,-41.6325,5.2344,3.0062,M,automatic,17,,WEL(GNS_Primary),2013-07-22T13:37:43.147,POINT (174.2893 -41.632471)
quake.2013p547469,2013p547469,2013-07-22T13:31:46.229,174.3473,-41.5631,16.7773,4.8554,M,reviewed,30,,WEL(GNS_Primary),2013-07-22T22:58:12.847,POINT (174.34732 -41.56307)
quake.2013p547464,2013p547464,2013-07-22T13:29:52.64,174.2411,-41.6659,14.4336,4.6003,M,reviewed,41,,WEL(GNS_Primary),2013-07-22T20:59:20.232,POINT (174.24113 -41.665881)
quake.2013p547454,2013p547454,2013-07-22T13:24:10.763,174.3788,-41.6322,7.4609,2.7428,M,automatic,48,,WEL(GNS_Primary),2013-07-22T13:41:11.668,POINT (174.37884 -41.632184)
quake.2013p547450,2013p547450,2013-07-22T13:21:38.581,174.3851,-41.6,12.3242,2.2019,M,automatic,27,,WEL(GNS_Primary),2013-07-22T13:23:48.528,POINT (174.38508 -41.600046)
quake.2013p547447,2013p547447,2013-07-22T13:19:58.724,174.3173,-41.5995,8.8672,1.9284,M,automatic,17,,WEL(GNS_Primary),2013-07-22T13:23:25.982,POINT (174.3173 -41.599513)
quake.2013p547442,2013p547442,2013-07-22T13:17:22.425,174.3439,-41.6126,7.0508,2.2709,M,automatic,20,,WEL(GNS_Primary),2013-07-22T13:20:15.527,POINT (174.34391 -41.612598)
quake.2013p547437,2013p547437,2013-07-22T13:15:16.63,174.2755,-41.6164,20.8789,2.9445,M,reviewed,12,,WEL(GNS_Primary),2013-07-22T23:57:44.309,POINT (174.27547 -41.616425)
quake.2013p547434,2013p547434,2013-07-22T13:14:00.321,174.3344,-41.6353,18.8867,3.7648,M,automatic,98,,WEL(GNS_Primary),2013-07-22T13:36:52.823,POINT (174.33441 -41.635257)
quake.2013p547428,2013p547428,2013-07-22T13:09:45.823,174.3462,-41.6127,8.2227,2.6071,M,automatic,32,,WEL(GNS_Primary),2013-07-22T13:12:12.047,POINT (174.34621 -41.612666)
quake.2013p547424,2013p547424,2013-07-22T13:07:47.183,174.3831,-41.6348,7.9297,2.6391,M,automatic,42,,WEL(GNS_Primary),2013-07-22T13:11:37.815,POINT (174.38308 -41.634811)
quake.2013p547417,2013p547417,2013-07-22T13:03:46.446,174.3024,-41.5957,7.6953,3.1024,M,automatic,59,,WEL(GNS_Primary),2013-07-22T13:31:28.812,POINT (174.30243 -41.595739)
quake.2013p547414,2013p547414,2013-07-22T13:02:36.263,174.2477,-41.6686,5.0586,2.9769,M,automatic,33,,WEL(GNS_Primary),2013-07-22T13:29:40.935,POINT (174.24768 -41.668576)
quake.2013p547404,2013p547404,2013-07-22T12:56:59.952,176.9582,-37.1942,125.4688,2.5503,M,reviewed,19,,WEL(GNS_Primary),2013-07-23T00:08:23.73,POINT (176.95822 -37.194187)
quake.2013p547396,2013p547396,2013-07-22T12:53:47.149,174.4052,-41.6104,18.9453,3.6982,M,automatic,45,,WEL(GNS_Primary),2013-07-22T12:56:58.439,POINT (174.40516 -41.610437)
quake.2013p547392,2013p547392,2013-07-22T12:50:34.208,174.4295,-41.5386,9.3359,1.9796,M,automatic,18,,WEL(GNS_Primary),2013-07-22T12:52:29.075,POINT (174.42949 -41.538589)
quake.2013p547389,2013p547389,2013-07-22T12:49:09.929,174.2583,-41.5915,23.5156,2.015,M,automatic,11,,WEL(GNS_Primary),2013-07-22T12:50:42.25,POINT (174.25833 -41.591523)
quake.2013p547371,2013p547371,2013-07-22T12:39:45.04,174.2564,-41.5835,11.9141,2.1707,M,automatic,20,,WEL(GNS_Primary),2013-07-22T12:41:38.558,POINT (174.25643 -41.583543)
quake.2013p547368,2013p547368,2013-07-22T12:37:53.496,174.3468,-41.5981,9.5117,2.3208,M,automatic,27,,WEL(GNS_Primary),2013-07-22T12:40:08.432,POINT (174.34681 -41.598087)
quake.2013p547365,2013p547365,2013-07-22T12:36:27.363,174.2056,-41.6037,10.0391,2.1429,M,automatic,20,,WEL(GNS_Primary),2013-07-22T12:38:40.507,POINT (174.20562 -41.603736)
quake.2013p547358,2013p547358,2013-07-22T12:32:35.139,174.3508,-39.4114,207.0312,2.5434,M,reviewed,44,,WEL(GNS_Primary),2013-07-22T23:26:57.528,POINT (174.35084 -39.41138)
quake.2013p547352,2013p547352,2013-07-22T12:29:14.951,174.2219,-41.5873,19.9414,2.2088,M,automatic,25,,WEL(GNS_Primary),2013-07-22T12:31:22.472,POINT (174.22194 -41.587325)
quake.2013p547337,2013p547337,2013-07-22T12:21:25.521,174.3543,-41.5946,5.0586,2.2707,M,automatic,27,,WEL(GNS_Primary),2013-07-22T12:23:27.314,POINT (174.35427 -41.594553)
quake.2013p547330,2013p547330,2013-07-22T12:18:00.177,173.5136,-41.9676,98.75,2.2276,M,automatic,13,,WEL(GNS_Primary),2013-07-22T12:20:54.269,POINT (173.5136 -41.967629)
quake.2013p547322,2013p547322,2013-07-22T12:14:10.551,174.3494,-41.4332,7.3438,1.8935,M,automatic,18,,WEL(GNS_Primary),2013-07-22T12:16:32.339,POINT (174.34941 -41.43322)
quake.2013p547317,2013p547317,2013-07-22T12:10:40.833,173.2019,-41.7515,119.375,2.6075,M,automatic,13,,WEL(GNS_Primary),2013-07-22T12:12:45.144,POINT (173.20188 -41.751546)
quake.2013p547309,2013p547309,2013-07-22T12:06:41.495,174.2833,-41.6158,16.7773,3.5329,M,automatic,71,,WEL(GNS_Primary),2013-07-22T12:10:35.256,POINT (174.28327 -41.61582)
quake.2013p547305,2013p547305,2013-07-22T12:04:31.009,174.3116,-41.6069,5.1172,2.3883,M,automatic,29,,WEL(GNS_Primary),2013-07-22T12:06:41.11,POINT (174.31159 -41.606852)
quake.2013p547298,2013p547298,2013-07-22T12:00:35.901,175.7852,-40.504,21.2891,1.7876,M,automatic,23,,WEL(GNS_Primary),2013-07-22T12:02:49.062,POINT (175.78516 -40.503999)
quake.2013p547293,2013p547293,2013-07-22T11:58:02.094,174.3757,-41.6221,15.6641,2.2284,M,automatic,13,,WEL(GNS_Primary),2013-07-22T12:01:01.092,POINT (174.37569 -41.622082)
quake.2013p547291,2013p547291,2013-07-22T11:56:07.688,171.3695,-45.58,147.5,4.1143,M,automatic,15,,WEL(GNS_Primary),2013-07-22T12:00:13.465,POINT (171.3695 -45.579994)
quake.2013p547287,2013p547287,2013-07-22T11:55:30.078,174.3221,-41.5461,5.0586,2.4574,M,automatic,28,,WEL(GNS_Primary),2013-07-22T11:59:12.304,POINT (174.32208 -41.546062)
quake.2013p547283,2013p547283,2013-07-22T11:52:52.043,174.2197,-41.5403,15.5469,2.0762,M,automatic,16,,WEL(GNS_Primary),2013-07-22T11:56:06.026,POINT (174.21968 -41.540337)
quake.2013p547272,2013p547272,2013-07-22T11:46:58.389,174.258,-41.6247,6.6992,2.9195,M,automatic,62,,WEL(GNS_Primary),2013-07-22T12:53:43.153,POINT (174.25805 -41.624671)
quake.2013p547271,2013p547271,2013-07-22T11:45:21.52,171.5614,-45.1577,132.5,4.6049,M,automatic,12,,WEL(GNS_Primary),2013-07-22T11:49:12.737,POINT (171.56138 -45.15766)
quake.2013p547265,2013p547265,2013-07-22T11:42:49.848,174.2156,-41.6351,5.0586,2.9405,M,automatic,62,,WEL(GNS_Primary),2013-07-22T12:50:56.409,POINT (174.21561 -41.635102)
quake.2013p547262,2013p547262,2013-07-22T11:41:26.47,174.2218,-41.5471,76.4844,2.0902,M,automatic,11,,WEL(GNS_Primary),2013-07-22T11:42:57.851,POINT (174.22176 -41.547072)
quake.2013p547257,2013p547257,2013-07-22T11:38:53.557,174.748,-40.5018,5.2344,2.3474,M,automatic,22,,WEL(GNS_Primary),2013-07-22T11:41:21.838,POINT (174.74796 -40.501764)
quake.2013p547249,2013p547249,2013-07-22T11:34:53.044,175.8695,-40.5336,21.6406,2.7386,M,automatic,54,,WEL(GNS_Primary),2013-07-22T11:38:03.427,POINT (175.86953 -40.533609)
quake.2013p547241,2013p547241,2013-07-22T11:30:21.747,174.4009,-41.6078,5.8203,1.9772,M,automatic,13,,WEL(GNS_Primary),2013-07-22T11:32:41.758,POINT (174.40091 -41.60781)
quake.2013p547229,2013p547229,2013-07-22T11:24:28.167,174.44,-41.5458,5.0586,2.3764,M,automatic,37,,WEL(GNS_Primary),2013-07-22T11:27:06.853,POINT (174.44001 -41.545779)
quake.2013p547219,2013p547219,2013-07-22T11:18:29.665,174.4787,-41.6993,5.1172,2.2617,M,automatic,13,,WEL(GNS_Primary),2013-07-22T11:20:38.339,POINT (174.47868 -41.69934)
quake.2013p547211,2013p547211,2013-07-22T11:14:03.064,174.29,-41.4711,8.1641,2.058,M,automatic,21,,WEL(GNS_Primary),2013-07-22T11:16:00.297,POINT (174.28999 -41.471089)
quake.2013p547203,2013p547203,2013-07-22T11:10:10.271,174.3748,-41.5862,5.1172,2.7009,M,automatic,27,,WEL(GNS_Primary),2013-07-22T11:14:17.482,POINT (174.37477 -41.586189)
quake.2013p547198,2013p547198,2013-07-22T11:07:27.711,174.2473,-41.6241,6.5234,2.289,M,automatic,23,,WEL(GNS_Primary),2013-07-22T11:11:12.437,POINT (174.24732 -41.624148)
quake.2013p547192,2013p547192,2013-07-22T11:04:16.552,174.3338,-41.6234,5.1172,2.2505,M,automatic,20,,WEL(GNS_Primary),2013-07-22T11:07:21.984,POINT (174.33384 -41.623354)
quake.2013p547189,2013p547189,2013-07-22T11:02:28.751,174.2466,-41.6291,5.1172,1.9941,M,automatic,13,,WEL(GNS_Primary),2013-07-22T11:04:28.878,POINT (174.24659 -41.629131)
quake.2013p547185,2013p547185,2013-07-22T11:00:30.823,174.4082,-41.5471,11.9141,2.1036,M,automatic,23,,WEL(GNS_Primary),2013-07-22T11:02:22.484,POINT (174.40822 -41.547137)
quake.2013p547177,2013p547177,2013-07-22T10:56:24.995,174.2892,-41.5964,9.7461,2.8308,M,automatic,62,,WEL(GNS_Primary),2013-07-22T12:28:32.93,POINT (174.28922 -41.596394)
quake.2013p547171,2013p547171,2013-07-22T10:52:57.408,174.4019,-41.622,7.9297,1.8547,M,automatic,12,,WEL(GNS_Primary),2013-07-22T10:54:32.24,POINT (174.40192 -41.622019)
quake.2013p547166,2013p547166,2013-07-22T10:50:22.012,174.1296,-41.6682,18.7109,2.507,M,automatic,30,,WEL(GNS_Primary),2013-07-22T10:52:40.93,POINT (174.12962 -41.668236)
quake.2013p547160,2013p547160,2013-07-22T10:46:57.182,174.3244,-41.6195,5.0586,1.916,M,automatic,12,,WEL(GNS_Primary),2013-07-22T10:49:14.608,POINT (174.32438 -41.619531)
quake.2013p547151,2013p547151,2013-07-22T10:42:01.214,176.6545,-37.9922,175.8594,2.4877,M,automatic,84,,WEL(GNS_Primary),2013-07-22T10:49:00.501,POINT (176.65446 -37.992183)
quake.2013p547148,2013p547148,2013-07-22T10:40:45.442,174.2278,-41.6984,5.0586,2.2291,M,automatic,20,,WEL(GNS_Primary),2013-07-22T10:43:29.008,POINT (174.2278 -41.698438)
quake.2013p547142,2013p547142,2013-07-22T10:37:18.856,174.2432,-41.6624,7.6953,2.0658,M,automatic,14,,WEL(GNS_Primary),2013-07-22T10:39:53.197,POINT (174.24319 -41.662397)
quake.2013p547137,2013p547137,2013-07-22T10:34:46.571,174.299,-41.5821,12.0898,2.8779,M,automatic,60,,WEL(GNS_Primary),2013-07-22T12:21:05.449,POINT (174.29905 -41.582085)
quake.2013p547135,2013p547135,2013-07-22T10:33:33.684,174.359,-41.6151,7.4023,2.8718,M,automatic,31,,WEL(GNS_Primary),2013-07-22T12:20:07.48,POINT (174.35896 -41.615126)
quake.2013p547130,2013p547130,2013-07-22T10:31:19.901,173.6533,-41.0856,57.0312,2.2499,M,automatic,14,,WEL(GNS_Primary),2013-07-22T10:33:26.94,POINT (173.65332 -41.085622)
quake.2013p547125,2013p547125,2013-07-22T10:28:11.873,174.2856,-41.5533,5.0586,2.4658,M,automatic,39,,WEL(GNS_Primary),2013-07-22T12:18:57.097,POINT (174.28556 -41.553329)
quake.2013p547116,2013p547116,2013-07-22T10:23:35.527,174.2685,-41.4761,5.0586,2.2313,M,automatic,15,,WEL(GNS_Primary),2013-07-22T10:26:47.847,POINT (174.26847 -41.476086)
quake.2013p547114,2013p547114,2013-07-22T10:22:26.624,174.2052,-41.6531,11.9727,1.7904,M,reviewed,9,,WEL(GNS_Primary),2013-07-22T23:21:32.089,POINT (174.2052 -41.653148)
quake.2013p547109,2013p547109,2013-07-22T10:20:00.247,174.3519,-41.6162,7.6367,2.6423,M,automatic,43,,WEL(GNS_Primary),2013-07-22T10:23:41.269,POINT (174.35187 -41.616169)
quake.2013p547107,2013p547107,2013-07-22T10:18:49.928,174.0944,-41.6355,5.1172,1.9287,M,automatic,12,,WEL(GNS_Primary),2013-07-22T10:20:25.33,POINT (174.09441 -41.635502)
quake.2013p547103,2013p547103,2013-07-22T10:16:59.787,174.2417,-41.6724,5.1172,2.177,M,automatic,15,,WEL(GNS_Primary),2013-07-22T10:18:58.594,POINT (174.24171 -41.672363)
quake.2013p547101,2013p547101,2013-07-22T10:15:56.016,174.1531,-41.5221,31.3672,1.8945,M,automatic,10,,WEL(GNS_Primary),2013-07-22T10:17:27.662,POINT (174.15307 -41.52211)
quake.2013p547096,2013p547096,2013-07-22T10:12:59.708,174.2845,-41.482,5.0586,2.7228,M,automatic,52,,WEL(GNS_Primary),2013-07-22T10:19:57.594,POINT (174.28453 -41.481981)
quake.2013p547094,2013p547094,2013-07-22T10:11:58.261,174.1391,-41.5025,33.2422,2.0727,M,automatic,11,,WEL(GNS_Primary),2013-07-22T10:13:32.708,POINT (174.13906 -41.502512)
quake.2013p547090,2013p547090,2013-07-22T10:09:55.942,174.4,-41.5346,11.0352,2.1456,M,automatic,24,,WEL(GNS_Primary),2013-07-22T10:12:22.741,POINT (174.40003 -41.534594)
quake.2013p547088,2013p547088,2013-07-22T10:08:31.479,174.4184,-41.6363,18.3594,2.1522,M,automatic,24,,WEL(GNS_Primary),2013-07-22T10:10:25.754,POINT (174.41836 -41.636265)
quake.2013p547077,2013p547077,2013-07-22T10:03:12.53,174.2543,-41.6658,13.3789,4.4591,M,reviewed,27,,WEL(GNS_Primary),2013-07-22T23:18:44.93,POINT (174.25426 -41.66585)
quake.2013p547071,2013p547071,2013-07-22T09:59:46.239,174.4004,-41.5375,10.2148,2.2993,M,automatic,29,,WEL(GNS_Primary),2013-07-22T10:01:32.806,POINT (174.40037 -41.537523)
quake.2013p547063,2013p547063,2013-07-22T09:55:23.026,174.2283,-41.7729,8.1641,2.3769,M,automatic,28,,WEL(GNS_Primary),2013-07-22T09:57:36.051,POINT (174.22831 -41.7729)
quake.2013p547051,2013p547051,2013-07-22T09:49:11.983,174.2794,-41.5373,5.0586,2.7106,M,automatic,53,,WEL(GNS_Primary),2013-07-22T12:04:02.672,POINT (174.27945 -41.5373)
quake.2013p547042,2013p547042,2013-07-22T09:43:50.958,174.8274,-41.5028,5.1172,3.2423,M,automatic,36,,WEL(GNS_Primary),2013-07-22T09:47:22.398,POINT (174.8274 -41.502764)
quake.2013p547041,2013p547041,2013-07-22T09:43:46.135,174.449,-41.516,17.1289,3.06,M,reviewed,27,,WEL(GNS_Primary),2013-07-22T22:29:09.445,POINT (174.44895 -41.516016)
quake.2013p547036,2013p547036,2013-07-22T09:41:09.917,174.2949,-41.6155,9.3359,2.4576,M,automatic,29,,WEL(GNS_Primary),2013-07-22T09:43:07.2,POINT (174.29488 -41.615536)
quake.2013p547033,2013p547033,2013-07-22T09:39:29.223,174.2794,-41.5951,8.3984,2.3435,M,automatic,24,,WEL(GNS_Primary),2013-07-22T09:41:41.397,POINT (174.2794 -41.595062)
quake.2013p547027,2013p547027,2013-07-22T09:35:41.538,174.0734,-41.2232,12.5,3.847,M,automatic,12,,WEL(GNS_Primary),2013-07-22T09:39:17.151,POINT (174.07338 -41.223204)
quake.2013p547026,2013p547026,2013-07-22T09:35:28.95,174.4482,-41.5475,24.3359,3.9224,M,automatic,102,,WEL(GNS_Primary),2013-07-22T11:59:28.952,POINT (174.44824 -41.547481)
quake.2013p547022,2013p547022,2013-07-22T09:33:40.204,174.1951,-41.5448,14.3164,2.074,M,automatic,17,,WEL(GNS_Primary),2013-07-22T09:35:36.411,POINT (174.19513 -41.544828)
quake.2013p547017,2013p547017,2013-07-22T09:31:08.627,174.2689,-41.5825,12.4414,2.4327,M,automatic,35,,WEL(GNS_Primary),2013-07-22T11:57:33.821,POINT (174.26892 -41.582451)
quake.2013p547015,2013p547015,2013-07-22T09:29:59.19,174.2187,-41.5261,15.7812,1.8926,M,automatic,14,,WEL(GNS_Primary),2013-07-22T09:31:48.247,POINT (174.21871 -41.526128)
quake.2013p547008,2013p547008,2013-07-22T09:26:23.304,174.2469,-41.6375,5.1172,2.0787,M,automatic,17,,WEL(GNS_Primary),2013-07-22T09:28:25.926,POINT (174.24689 -41.637481)
quake.2013p547004,2013p547004,2013-07-22T09:23:48.091,174.3856,-41.5331,10.0391,2.1478,M,automatic,12,,WEL(GNS_Primary),2013-07-22T09:26:36.891,POINT (174.38561 -41.533127)
quake.2013p546998,2013p546998,2013-07-22T09:21:11.675,174.386,-41.7521,5.2344,4.1462,M,automatic,118,,WEL(GNS_Primary),2013-07-22T11:55:02.974,POINT (174.386 -41.752085)
quake.2013p546991,2013p546991,2013-07-22T09:17:43.094,174.3668,-41.6091,12.3242,2.2903,M,automatic,23,,WEL(GNS_Primary),2013-07-22T09:21:26.322,POINT (174.36679 -41.609101)
quake.2013p546976,2013p546976,2013-07-22T09:09:43.839,174.2023,-41.6051,5.0586,2.7018,M,automatic,42,,WEL(GNS_Primary),2013-07-22T11:51:07.386,POINT (174.20233 -41.605099)
quake.2013p546972,2013p546972,2013-07-22T09:07:02.708,174.3804,-41.627,5.0586,1.9213,M,automatic,16,,WEL(GNS_Primary),2013-07-22T09:08:58.633,POINT (174.38037 -41.627016)
quake.2013p546962,2013p546962,2013-07-22T09:01:43.375,174.3239,-41.6124,5.0586,2.524,M,automatic,45,,WEL(GNS_Primary),2013-07-22T11:48:20.154,POINT (174.32388 -41.612427)
quake.2013p546955,2013p546955,2013-07-22T08:58:03.057,174.2267,-41.5243,10.0391,2.3851,M,automatic,16,,WEL(GNS_Primary),2013-07-22T09:00:15.232,POINT (174.22669 -41.524278)
quake.2013p546950,2013p546950,2013-07-22T08:55:21.315,174.4394,-41.5339,11.6797,2.2823,M,automatic,21,,WEL(GNS_Primary),2013-07-22T08:57:21.8,POINT (174.43942 -41.533877)
quake.2013p546946,2013p546946,2013-07-22T08:52:56.386,174.4416,-41.5346,5.0586,2.6023,M,automatic,47,,WEL(GNS_Primary),2013-07-22T11:45:40.328,POINT (174.44163 -41.534567)
quake.2013p546944,2013p546944,2013-07-22T08:51:49.657,174.3417,-41.5385,5.1172,2.3687,M,automatic,27,,WEL(GNS_Primary),2013-07-22T08:55:07.28,POINT (174.34168 -41.538506)
quake.2013p546941,2013p546941,2013-07-22T08:50:35.276,174.3425,-41.5961,5.1172,2.1821,M,automatic,17,,WEL(GNS_Primary),2013-07-22T08:52:26.675,POINT (174.34248 -41.596083)
quake.2013p546939,2013p546939,2013-07-22T08:49:16.443,174.3574,-41.589,5.1172,2.1486,M,reviewed,13,,WEL(GNS_Primary),2013-07-22T23:06:23.426,POINT (174.35739 -41.589015)
quake.2013p546934,2013p546934,2013-07-22T08:47:35.498,174.2419,-41.6242,5.0586,2.5744,M,automatic,39,,WEL(GNS_Primary),2013-07-22T11:44:36.501,POINT (174.24192 -41.624197)
quake.2013p546926,2013p546926,2013-07-22T08:42:31.862,174.3344,-41.604,5.8789,2.4922,M,automatic,34,,WEL(GNS_Primary),2013-07-22T08:45:53.794,POINT (174.33438 -41.603977)
quake.2013p546917,2013p546917,2013-07-22T08:37:46.95,174.2075,-41.6947,12.6172,2.0909,M,automatic,16,,WEL(GNS_Primary),2013-07-22T08:39:49.57,POINT (174.2075 -41.694714)
quake.2013p546914,2013p546914,2013-07-22T08:36:11.783,174.067,-41.5306,6.6992,2.2506,M,automatic,13,,WEL(GNS_Primary),2013-07-22T08:37:52.108,POINT (174.06705 -41.530631)
quake.2013p546910,2013p546910,2013-07-22T08:33:57.304,174.2382,-41.6287,5.0586,2.5106,M,automatic,37,,WEL(GNS_Primary),2013-07-22T11:40:16.724,POINT (174.23817 -41.628675)
quake.2013p546903,2013p546903,2013-07-22T08:30:07.928,174.1635,-41.6484,5.1172,2.0076,M,automatic,14,,WEL(GNS_Primary),2013-07-22T08:32:07.61,POINT (174.16347 -41.648376)
quake.2013p546895,2013p546895,2013-07-22T08:25:56.482,174.401,-41.6282,12.9688,2.1647,M,automatic,14,,WEL(GNS_Primary),2013-07-22T08:27:59.788,POINT (174.40102 -41.628248)
quake.2013p546891,2013p546891,2013-07-22T08:23:40.706,174.2813,-41.6343,10.0391,1.6664,M,reviewed,9,,WEL(GNS_Primary),2013-07-22T22:55:14.557,POINT (174.28131 -41.634322)
quake.2013p546871,2013p546871,2013-07-22T08:12:52.437,174.2854,-41.6069,10.0391,2.3184,M,automatic,23,,WEL(GNS_Primary),2013-07-22T11:33:15.97,POINT (174.28536 -41.606915)
quake.2013p546864,2013p546864,2013-07-22T08:09:32.131,174.2421,-41.6542,5.0586,3.0476,M,automatic,55,,WEL(GNS_Primary),2013-07-22T11:32:51.754,POINT (174.24209 -41.654231)
quake.2013p546862,2013p546862,2013-07-22T08:08:12.64,174.2091,-41.6113,5.1172,2.1429,M,automatic,18,,WEL(GNS_Primary),2013-07-22T08:10:24.048,POINT (174.20912 -41.611346)
quake.2013p546852,2013p546852,2013-07-22T08:03:01.504,174.3863,-41.4969,16.4844,2.0028,M,reviewed,16,,WEL(GNS_Primary),2013-07-22T22:49:30.934,POINT (174.38628 -41.496864)
quake.2013p546845,2013p546845,2013-07-22T07:59:33.332,174.2804,-41.661,14.7266,3.339,M,automatic,40,,WEL(GNS_Primary),2013-07-22T08:02:36.222,POINT (174.28045 -41.660989)
quake.2013p546846,2013p546846,2013-07-22T07:59:33.248,173.9007,-42.0323,8.75,3.9044,M,automatic,27,,WEL(GNS_Primary),2013-07-22T08:03:40.472,POINT (173.90071 -42.032343)
